code,ko_name,en_name,description,page
ENG4011,", ENG4013",,"기후기술창업종합설계 전공선택 교과목 인정 54 AI ( AI 학번 이후 물정보 심화전공자의 경우 건설환경공학과 전공선택 학점에서 학점 이수 면제되나 건설환경공학과 , , 9 6 ) 54 학번 이후 물정보 심화전공과 캠퍼스내 복수전공 연계전공 포함 을 병행할 경우 전공 졸업요건은 전공선택 학 , 1 ( ) 54 6 ￭ 건설환경공학 물정보 융합 심화전공 이수요건 AI ￭ 종별 필수선택/ 교과목 비고 기본과정 AI 선택(9) 인공지능프로그래밍 딥러닝개론및응용 데이터사이언스개론 (3), 인공지능알고리즘 인공지능개론및응용 자연어처리와챗지피티 컴퓨터과학입문 컴퓨터프로그래밍 객체지향프로그래밍 (3), 인터넷프로그래밍 자료구조 알고리즘분석 데이터베이스 이산구조 (3), 인공지능 기계학습 데이터마이닝 빅데이터 컴퓨터비전 (3), 인간과컴퓨터인터페이스(3) (3), (3), (3), (3), (3) (3), (3), (3), (3), (3), (3), (3), (3), (3), (3), 학점 필수 이수 9 융합과정 필수(3) 선택(6) 인공지능과물정보입문(3) 스마트하천공학 환공경정및시스템공학 생태시스템공학 인공지능과건설환경공학 인공지능과수자원관리 수리학 (3), (3), (3), (3), (3), (3) 학점 필수 이수 3 융합 심화전공 고유 ) ( 전공 중복 인정 1 실무과정 필수(3) 사회기반시스템종합설계(3) (1 * 이수학점 전공 학점 융합 심화전공 학점 + , , : 1 54 54 12 6 9 6 + 3 전공 학점 전공기초 학점 전공필수 학점 전공선택 학점 ) 융합 심화전공 학점은 기본과정 학점 융합 필수과정 학점을 포함함 또한 심화전공 커리큘럼에 지정된 건설환경공학 전공 학점 융합과정 선택 학점 실무과정 필수 학점 포함하여 이수 : 45 + 3 12 AI . , 9 3 ( ) ￭ 건설환경공학 교과목 ￭",206
CEE1102,사회환경메가스트럭처기획,(Mega-Structures Planning),기본 엔지니어링 설계 원리 및 프로세스 소개 및 복잡하고 거대한 건설구조물 및 도시환경의 계획을 다루는 과목,206
CEE2002,정역학및고체역학,(Statics and Solid Mechanics),"정역학의 함축적인 내용과 재료역학의 일축 인장 거동 및 재료 특성에 대하여 강의함 사회기반 구조물의 계획 설계 시공 관리 에 필요한 기초적인 역학 이론을 학습하고 이를 구조물에 적용하는 것을 목표함 힘의 표현 방법과 힘의 평형 물체의 변형과 표 현 힘에 의한 물체 내부의 응력 발생과 그 표현 물체의 파괴 거동과 해석에 대하여 강의함 . , , . , , , ,",206
CEE3201,기초유체역학,(Elementary Fluid Mechanics),"유체역학의 기본 원리를 소개하고 있으며 유체역학 및 응용 프로그램과 관행의 지식을 개발하고 향상하는 것에 목표를 둠 기본 원칙은 유체의 기본 특성 유체 정적 기본 방정식 등이 포함됨 , , , .",206
CEE3202,측량학,(Surveying),공과대학 ■ 205,206
CEE3203,생태시스템공학,(Ecosystem Engineering),"생태학과 생태공학의 기본 원리를 이해하고 이를 이용하여 수생태계를 포함한 다양한 생태계의 이용 복원 보존 방법에 대한 응 용 기술을 익힌다 생태계의 생태적 화학적 물리적 특성을 분석하고 이를 이용하여 인공습지의 건설 하천 생태계의 복원 및 생 , 태건강성 평가기법 기후 변화의 영향 등과 같은 응용 분야의 정보를 제공 , , , . , ,",207
CEE3303,재료역학,(Mechanics of Materials),"역학에 대한 기본 개념을 정리하여 기초적인 구조물 거동 특성을 이해함 개정되는 정역학 교과목에서 다루는 재료역학 도입부 를 이어서 강의 비틀림 휨 응력 및 변형율의 변화 빔과 샤프트의 변영 기둥의 좌굴 기초적인 휨부재의 설계의 개념 등을 강 의함 CEE3330 . , ” “ , , , . , 환경공학및실험 (Environmental Engineering and Lab) 인간과 생태계에 위협이 되는 수질오염 대기오염 폐기물오염 등을 포함한 환경오염관리와 기후변화 대응을 위한 에너지 관리를 위한 공공분야의 시설과 공정 기술들의 공학적 원리에 대해서 강의하고 환경분석에 대한 실습을 수행하는 과목임. 또한 환경공학의 원리가 응용되는 주요 환경기술 및 정책 분야들의 최신 동향과 최근 사회적 이슈가 되는 환경문제에 대 해서 시사적인 토의 내용들이 포함됨 , ,",207
CEE3401,구조해석,(Structural Analysis),"구조 거동에 대한 기본 이론을 습득하여 다양한 구조 거동 해석 방법을 습득함 트러스 프레임 케이블 아치 등의 정정구조물 해석방법 전단력 선도 및 굽힘 모멘트 선도 다양한 부정 구조물의 해석법 에너지 방법을 포함한 다양한 방법을 이용한 처짐 계 산법 등을 강의함 재료역학에서 강의한 내용은 제외하고 강의하는 것을 원칙으로 함 등을 이용하여 강성도법을 프로 그램으로 작성하고 해석 및 설계 과제를 수행함 . . , , , , , . MATLAB .",207
CEE3402,콘크리트구조거동,(Behavior of Concrete Structures),"콘크리트의 일반적인 성질에 관란 이해를 바탕으로 철근 콘크리트 구조물의 거동에 대하여 이해하고 적용하는 것이 과목의 목표 임 구체적인 내용으로는 콘크리트 재료 성질 콘크리트 배합설계 휨 부재의 해석 및 설계 부재의 전단 및 비틀림 설계 및 해석 에 초점을 맞춤 . , , ,",207
CEE3403,토질역학,(Soil Mechanics),"지반공학의 핵심인 토질역학의 기본 개념을 바탕으로 전반적인 흙의 거동에 대한 이해화 이론 응용 적용 사례를 강의함 흙의 , 분류 성질 특성과 더불어 지반 내 투수문제 지반응력 압밀 전단강도 등의 내용이 포함되며 실제 지반문제에 부합되는 강의 를 함 / , / , , , ,",207
CEE3404,수리학,(Hydraulics),"건설환경공학 분야에서 물 관련 제반문제의 역학적 접근을 통하여 공학적 문제 해결에 도구를 제공하는 과목 전반부는 정수역학 및 동수역학 이론을 강의하며 이어 관수로 수리학과 개수로 수리학을 통해 응용분야의 기초를 확립 대한 올바른 공학적 인식을 갖도록 하며 이를 바탕으로 하천을 어떻게 관리하고 운영할 것인가에 대해 학습 . , ,",207
CEE3406,환경공정및시스템공학,(Engineering Design of Environmental Processes and Systems),"수질 대기 토양지하수 등의 다양한 환경 시스템 내의 오염물질의 거동을 에측 및 설계하기 위해서 해당 환경시스템의 단위공정 들과 시스템을 수학적 모형으로 기술하는 방법론에 대한 강의가 제공되고 이러한 방법론을 이용해서 학생들이 환경공학적 문제 해결에 응용하는 능력 함양하기 위해서 팀워크 과제를 활용한 토론이 동시에 이루어지는 수업임 , , ,",207
CEE3408,강구조및합성구조설계,(Design of Steel and Composite Structures),"강구조물과 합성구조물의 기본적인 설계개념과 부재별 거동의 분석기법 강구조물 및 합성 구조물의 설계를 위한 관련 기 계 기법 허용응력설계법과 한계상태설계법 을 습득 일반적인 구조물을 대상으로 설계 실무를 경험할 수 있도록 함 , ) ( ,",207
CEE3410,콘크리트구조설계,(Design of Concrete Structures),"철근 콘크리트 구조시스템의 설계능력을 함양하는 것이 목표 팀 프로젝트를 통하여 철근 콘크리트 구조물의 설계 제작 및 실험 의 과정을 거침 또한 이론적인 측면에서 철근 콘크리트 구조물의 사용성 정착과 이음 압축부재의 해석 콘크리트의 기본 개 념에 관한 내용을 다룸 . , . , , , PS",207
CEE3412,"(Hydrosystems Engineering) 지구표면 및 내외부에 존재하는 물의 생성 거동 분포 순환 및 부존 등에 관한 문제를 정량적 정성적으로 분석하는 강의를 진 , 행 수문학적 기본 지식을 학습하고 수공구조물을 설계할 수 있는 능력을 습득할 수 있음",,"수문시스템공학 , , , .",207
CEE3413,구조진동및지진공학,(Structural Vibration and Earthquake Engineering),"단자유도 구조물 거동의 운동 방정식에 대하여 이해하고 지진 하중 하의 거동을 해석하여 내진설계에 적용할 수 있도록 함 해 , 206 ■ 2025 연세대학교 대학요람 , . 준 및 설 .",207
CEE3414,물관리공학,(Water Management Engineering),"물관리는 자연계물순환과 인공계물순환을 통합적으로 관리하는 분야로서 본 수업에서는 한국의 도시 및 지역의 자연계물순환시 스템과 인공계물순환시스템에 대한 소개를 하는 강의가 초기에 이루어지고 인공계 물순환 시스템인 상하수도시스템들의 처리공 정 및 시설 그리고 상하수도 관거시설의 설계 및 운영관리 기술들에 대해서 강의가 제공됨 ,",208
CEE3415,자원순환공학,(Sustainable Resource Engineering),"고형폐기물 및 슬러지의 처리와 처분 신재생에너지 생산 온실가스 발생 평가 및 저감 통합환경관리와 최적가용기법 환경 사 회 지배구조 경영 산업생태학과 전과정평가의 기본 원리를 학습하고 지속가능한 자원 순환을 위한 문제해결방안을 도 출하는 수업임 , , , , (ESG) , ,",208
CEE3417,기초공학,(Foundation Engineering),"토질역학의 지식을 응용하여 기초 구조물 설계의 이론과 적용을 강의함 현장에서 가장 필요로 하는 다양한 형태의 깊은 기초 구 조물의 거동 및 설계에 대한 이해 연약지반의 개량과 지반 굴착에 대한 이론 설계를 포함 . , ,",208
CEE3419,지형공간탐측학,(Geospacematics),"지형공간정보구축 및 탐측에 활용되는 기반기술인 사진측량 원격탐측 레이저측량 모바일측량 개별 기술과 센서 융합과 관계 된 수학적 기본이론을 학습하고 활용분야에 대한 정보를 제공 과목 수강을 통해 최신 차원 공간자료 구축방법을 이해하고 관 . 련 실습을 통해 기술 활용 능력을 배양 , , , , 3",208
CEE3420,지형공간정보학,(Geospatial Information Engineering),"지형공간정보공학의 기본이론과 건설환경공학 분야의 활용에 대해 학습한다 특히 위치기반서비스 건설과 같은 지형공 간정보학과 관련된 주요 최신 이슈를 학습 본 과목을 통해 지형공간정보공학 기술과 관련된 문제에 대한 이해와 해결능력 함양 하는 것이 목표임 . , U-city .",208
CEE3422,스마트하천공학,(Smart River Engineering),"물 관련 과목 중 종합적인 응용과학의 한 분야로 유체역학 수리학 수문학 등에서 배운 이론을 종합적으로 실제 하천에 적용하는 학문 하천의 형성 형태 거동을 파악하고 하천과 인간과의 관계를 공학적으로 접근하여 인류문명과 불가분의 관계를 갖고 있는 하천에 대한 올바른 공학적 인식을 갖도록 하며 이를 바탕으로 하천을 어떻게 관리하고 운영할 것인가에 대해 학습 , , . , , ,",208
CEE4201,(Capstone Design of Infrastructure System) 기반시설시스템분야 수자원ㆍ환경시스템분야 정보경영시스템분야에서의 창의설계 과목,,"사회기반시스템종합설계 , ,",208
CEE4401,(Experiment and Data Analysis in Civil and Environmental Engineering) 복합재료의 특성 및 활용 구조부재의 정적시험 동적시험 및 이를 통한 성능평가 비파괴시험 콘크리트의 재료물성 시험 배합 설계 콘크리트의 강도 및 역학시험 흙의 물성실험 함수비 비중 단위중량 투수실험 다짐실험 압밀실험 흙의 일축압축 및 삼축압축실험,,"건설환경공학실험및데이터분석 , , , , , , , ( ), , , , , ,",208
CEE3605,인공지능과건설환경공학,"(Artificial Intelligence and Civil and Environmental Engineering ) ,","인공지능 기술이 건설환경공학 분야에 적용되는 사례 인공지능 기술 원리 알고리즘 프로그래밍 방법을 소개한다 학생들이 건 설환경공학 관련 문제들을 해결하기 위해 인공지능 기술 기반 시스템을 설계하고 활용할 수 있는 역량을 갖추는 것을 주된 학습 목적으로 함 , , .",208
CEE4402,건설,BIM(BIM for Infrastructure ),"BIM(Building Information Modelin) 시공 유지관리의 생애주기 단계에서 트웨어 도구들을 사용하는 컴퓨터 실습을 병행함. 에 대한 기본개념과 관련 핵심기술들을 이해하고 인프라시설을 대상으로 한 계획 설계 , 소프 , BIM , 을 활용하는 능력을 향상시키는데 목표를 두고 BIM BIM , 관련 이론교육과 함께",208
CEE4406,지반시스템공학,(Geotechnical System Engineering),"지반 구조물의 설계 능력 배양을 목표로 사면 안정 및 토압 이론 지반오염 및 침출수처리 얕은 기초의 거동 및 설계에 대한 이해 , 를 통해 실무에 적용할 수 있는 지반 환경 구조물에 대한 설계 학습 ,",208
CEE4408,건설관리,(Construction Project Management),"건설 프로젝트를 효과적으로 관리할 수 있는 프로젝트 경영 및 관리기법의 기본이론을 이해하고 공정관리 비용관리 위험관리 등 실무활용이 가능한 구체적인 건설관리 기법을 습득함으로써 이론적인 배경과 실무능력을 갖춘 경영 능력을 배양하는데 목표 가 있음 CEE4411 , , , 건설자동화및계측 (Construction Automation and Sensing Technologies) 시공법 토공 및 건설장비에 대한 기본 개념 이해를 바탕으로 최근 각광받고 있는 건설자동화 기술 및 건설로봇 사례를 소개함 또한 건설 융합 기술 중의 하나로서 시공 단계와 유지 단계에서 필요한 계측 기술에 대한 이론 응용 사례를 강의함 / , . 공과대학 ■ 207",208
CEE4412,건설경제성분석,"(Construction Economic Feasibility) ,","사회기반시설의 계획 설계 시공 유지관리단계에서 필요한 돈의 흐름을 분석하여 그 경제적 타당성을 평가할 수 있는 방법론을 제시함 기업자산평가 프로젝트 현금흐름분석 민자사업 생애주기분석 등의 방법론이 주요 주제로 다루어짐 , , , . , ,",209
CEE4413,건설환경공학세미나,,ⓟ (Civil and Environmental Engineering(CEE) Seminar Series) 사회기반시설물 관련 기술에 연관된 최근 연구 및 개발 동향에 대한 전문가들의 특강을 듣고 토론 수업 강의,209
CEE4415,사회환경시스템공학연구,,"ⓟ (Undergraduate Study of Civil And Environmental Engineering) 기반시설시스템의 최신연구 분야를 배우고 체험할 수 있는 연구참여 및 교육 프로그램 】 기계공학부 【 기계공학은 인류의 생활을 편리하게 하기 위하여 기계에 관한 자연계의 원리를 연구하고 이를 실용화시키기 위하여 기 계의 설계 개발 생산에 관련된 제반기술을 탐구하는 학문으로서 공학의 거의 모든 분야와 연계되어 있다 기계공학은 에너 지의 발생과 전달장치의 해석 및 설계를 위한 열 유체 분야 기계 구조물의 해석을 위한 고체역학분야 기계장치 운동의 해석 및 제어를 위한 동역학분야 기계시스템의 설계 및 제작을 위한 설계 및 생산공학분야 등의 교육과정으로 구성되어 있으며 최근에는 전통적인 제조업 분야는 물론 새로운 에너지원의 개발 공해 저감과 환경보호 신소재개발 등 첨단공학 분야에서도 중요한 위치를 차지하고 있다. , , . , , , , , 기계공학부는 기독교 정신에 기하여 학술의 심오한 이론과 광범 정치한 응용방법을 교수 연구하며 국가와 인류사회에 공헌할 지도적 인격을 도야함을 목적으로 한다 라는 본교 창립이념에 따라 과학기술을 통한 인류복지와 평화에 기여하며 기 계공학 분야의 산업발전을 선도적으로 이끌어 나갈 지도자적 과학기술인을 양성하고 기초이론의 정립 및 새로운 첨단 과학기 술의 개발을 위한 폭 넓고 깊이 있는 연구를 수행함을 목표로 한다 연세대학교 기계공학부는 년 월에 이공대학 건설 공학과로 출발하여 “ , ” , . 1958 1 1 . 년 월 이공대학 공학부 기계공학과로 분리되어 오늘에 이르렀다 1963 교과과정은 학부와 대학원으로 구성되어 있으며 대학원에는 석사과정 석 박사 통합과정 그리고 박사과정이 운영되고 있 다 학부생은 학부 학년을 마친 후 학 석사 통합과정 및 학 석 박사 통합과정으로 되어있는 학부 및 대학원 통합교육 과정 / / 으로의 지원이 가능하다 학부 교과과정은 전공기초과목 중점으로 고체역학 열역학 동역학 유체역학 설계 생산공학 등의 분야에서 학생들의 창조적인 능력을 개발시키고 있다 특히 다양한 전공선택 과목과 기계공학창의설계 및 창의제품설계와 같 은 설계 과목을 통하여 기계공학 엔지니어에게 필수적인 창의적 문제해결능력을 함양하고 제품의 개발에서 설계 제조 과정까 지를 포함하는 종합적인 기계설계 능력을 교육하고 있으며 학년에 희망하는 주제로 연구논문을 작성하도록 하고 있다 대학 원 교과과정은 학부교과목에 기초를 두고 전공이론과목과 응용과목에 고르게 비중을 두어 학생들로 하여금 창조적인 능력을 계발하게 하고 있다. , , / / . 2 . , , , , , . , 4 , 졸업생들은 자동차 항공 중공업 및 기계 생산업체와 전자 화공 금속 재료 등 모든 산업 분야에 폭넓게 진출해있을 뿐 아니라 대학 및 연구소에 진출하여 연구 활동과 국내 및 국제적인 교류를 통하여 첨단의 과학기술의 연구 및 교육에 이 바지하고 있다. , , , , , □ 기계공학부 교육 목적 창의적 사고와 도전정신을 바탕으로 종합 설계 능력을 갖추고 글로벌 사회에 유익한 가치를 창출할 수 있는 인재 양성 □ 기계공학 프로그램의 세부 교육 목표 1) 2) 3) 4) 창의적 사고방법과 설계기술을 익히고 기계공학을 기반으로 여러 전문 분야에 걸친 종합적인 공학설계에 적용할 수 있는 공 학실무능력 연구수행능력을 계발한다 , 자신의 생각을 효율적으로 전달하고 동료들과 팀웍을 할 수 있으며 조직을 관리하고 경영할 줄 아는 리더십을 배양한다 미래에 필요한 예측하기 어려운 기술에 도전하고 신기술을 개발하여 새로운 환경에 유익하게 적용할 수 있는 능력을 계발한 다. 평생을 통해 자기계발을 할 줄 알며 개방적인 마음과 비판적 의문을 가지고 자신의 연구 결과 및 개발품에 대해 사회적 윤리적 책임을 인식할 줄 아는 소양을 익힌다. 글로벌사회에서 공학인의 국제적 역할을 인식하고 산업체 교육ㆍ연구기관 공공기관의 리더로서 성장할 수 있는 역량을 계 , . , , , , , 5) , , , 208 ■ 2025 연세대학교 대학요람 . . ,",209
MEU2105,기계공학실험,(1) (Mechanical Engineering Laboratory I),"실험과 실습을 통하여 기계공학에 대한 깊이 있는 지식을 갖추며 공학적인 문제의 정의 실험의 수행 계획 장비의 활용방법 및 , 실험 기술 결과의 해석 및 보고서의 작성을 경험하는 것을 목표로 함 실험 및 실습 주제에 대한 이론 강의와 학생이 직접 , , , . 210 ■ 2025 연세대학교 대학요람",211
MEU2600,고체역학,(Mechanics of Materials) (,"고체역학에 필요한 정력학 개념 힘과 모멘트의 평형 부정정 구조물 해석 응력과 변형률 여러 하중 축하중 비틀림 굽힘 에 따른 응력 및 변형률 재료의 강도 및 이에 따른 설계 보의 처짐을 다룬다 . ), , . , ( , , , )",212
MEU2610,열역학,"(Thermodynamics) ,","에너지 기본개념 상태방정식과 순수물질의 성지 밀폐시스템에서의 열역학 제 법칙 및 제 법칙 개방시스템 에서의 열역학 제 법칙 및 제 법칙 증기동력사이클 기체동력사이클을 다룬다 . , 2 1 , , , 2 1",212
MEU2640,"(Fluid Mechanics) 식 유체운동의 특성 유한검사체적을 사용하는 적분형 유동방정식 유체의 정의 정수력학 , , Bernoulli , 등 미분해석 차원해석 등을 다룬다 . ,",,"유체역학 , , Navier-Stokes 방정식",212
MEU2650,"동역학 ,",(Dynamics),"질점의 운동학 질점의 동역학 질점계의 운동학 질점계의 동역학 강체의 운동학 및 동역학 에너지 운동량 등을 배운다 . , , , , ,",212
MEU3005,기계공학실험,(2) (Mechanical Engineering Laboratory II),"실험과 실습을 통하여 기계공학에 대한 깊이 있는 지식을 갖추며 공학적인 문제의 정의 실험의 수행 계획 장비의 활용방법 및 , 실험 기술 결과의 해석 및 보고서의 작성을 경험하는 것을 목표로 함 실험 및 실습 주제에 대한 이론 강의와 학생이 직접 . 수행하는 실험 및 실습으로 이루어져 있음 주제는 유체역학 동역학 열전달 및 기계진동학임 , , , . . , ,",212
MEU4300,창의제품설계,(Creative Product Design),"제품개발을 위한 설계 및 기반 지식에 초점을 두며 팀 프로젝트를 통하여 경쟁력 있는 공학적 제품을 설계하고 시작품을 제작한다 본 과목의 주요 내용은 제품개발과정 고급설계기법 프로젝트 경영 마케팅 전략 지적재산권 제품홍보 제품개발 , case study . , , , , 등이다 . ,",212
MEU4400,연구논문,(Undergraduate Thesis),기계공학 주제에 대하여 학생 스스로 문제를 정의하고 분석하여 종합된 보고서 논문 를 작성하고 발표하는 능력을 배양한다 . ( ) 2. 전공선택,212
MEU2620,"컴퓨터응용기계설계 3 , CAD , ,",(Computer-aided Mechanical Engineering Design),", 설계공학의 개요 도면분석 및 관리 공차해석 기하공차 형상공차 시스템설계 파라미터설계 공차설계 및 차원 솔리드모델링을 통한 도면작성 공학제도의 방법 정투상 부투상 단면법 차원 투영방법 , , , 3 의 기초 등을 배운다 , , CAD/CAM , , , , ,",212
MEU2900,스페셜토픽,(Special Topic),"본 강좌는 기계공학 분야 내 특정 주제를 위주로 배경 및 이론 최신 연구 및 기술 동향 응용 및 개발 사례 또는 업계 현황 등을 소개한다. , ,",212
"MEU3001 환경기계공학 ,",(Environmental Mechanical Engineering),,수송기관 발전소 및 산업체 등에서 배출되거나 실내 공간에 부유하는 가스상 입자상 유해물질의 종류를 살펴보고 이들에 대한 환경규제 및 인체에 미치는 영향을 공부한다 그리고 이들 유해물질의 측정기기 및 저감기기의 작동 원리를 공부하고 이들 기기의 설계 이론을 습득한다. 메카니즘설계 / .,212
"MEU3002 ,",(Mechanism Design),,". 좌표계 속도해석 가속도해석 운동의 정의 연쇄기구의 운동해석 캠 치차 및 치차열의 해석 링크의 해석 및 합성을 다룬다 , , , , , ,",212
MEU3003,공학수치해석,(Engineering Numerical Analysis),"공학문제의 수치적 해결방법으로 여러 가지 수치기법 알고리즘 등을 다룬다 컴퓨터의 수치계산 오차 대수방정식의 근 구하는 / 방법 선형대수방정식의 해법 최적화 방법 커브피팅 수치 미분 적분 상미분 방정식 편미분 방정식의 수치해석방법 등을 다룬 다. , , . , , , , , ,",212
MAT2013,확률통계,(Probability and Statistics),불확실한 현상을 모형화하기 위해 이산형 및 연속형 확률 변수들의 특성을 다루며 실험데이터를 이용한 모형의 분석을 위해 기초 적인 통계기법과 가설의 검증 및 단순 회귀분석 기법 등을 다룬다.,212
MEU3004,바이오의료기계,"(Biomedical Mechanical Engineering) ,","기계공학의 기초 지식과 이론을 바탕으로 유전자 단백질 세포 등의 생체 시스템을 이해하고 기계공학을 기반으로 한 의료용 진단 및 치료 기기 등의 원리에 대해 학습한다. ,",212
MEU3006,학부연구,(1) (Undergraduate Independent Study I),교수 지도하에 기계공학 최신 주제 연구에 참여하여 전공에 대한 다양한 경험을 쌓고 심화된 기계공학 지식을 습득한다. 공과대학 ■ 211,212
MEU3007,학부연구,(2) (Undergraduate Independent Study II),교수 지도하에 기계공학 최신 주제 연구에 참여하여 전공에 대한 다양한 경험을 쌓고 심화된 기계공학 지식을 습득한다.,213
MEU3008,학부연구,(3) (Undergraduate Independent Study III),교수 지도하에 기계공학 최신 주제 연구에 참여하여 전공에 대한 다양한 경험을 쌓고 심화된 기계공학 지식을 습득한다.,213
MEU3009,학부연구,(4) (Undergraduate Independent Study IV),교수 지도하에 기계공학 최신 주제 연구에 참여하여 전공에 대한 다양한 경험을 쌓고 심화된 기계공학 지식을 습득한다.,213
MEU3010,마이크로기계시스템,(Microsystems for Mechanical Engineering) .,"마이크로 크기의 소자 제작 및 시스템에 대한 기초적 지식과 그 응용을 공부한다 마이크로 스케일 구조의 가공방법 마이크로 역학 및 그 응용에 관한 지식을 배운다. ,",213
MEU3011,"에너지동력공학 ,",(Energy and Power Engineering),"내연기관의 구조 내연기관 관련 용어 스파크점화기관과 압축점화기관의 비교 흡기와 배기 연료와 공기의 혼합 점화와 연소 배기가스 공해물질 배출 열전달과 윤활 진동 내연기관 설계 및 열 유체역학 요약 가스터빈 사이클 원심 축류 압축기 연소기 원심 축류터빈 터빈요소 성능 해석 및 시스템 구성을 배운다 . , , ‧ , , ‧ , , , , , , ‧",213
MEU3012,광공학,(Optical Engineering),"광학에 대한 기본 이론을 익히고 기계공학응용을 위한 광학계 이론 광학장치에 대해서 공부한다 레이저에 대한 이론 및 종류 그리고 광공학과 첨단기술이 결합한 응용분야를 배운다 . . , , , MEU3013 정형생산시스템 (Net-Shaped Manufacturing System) 한번의 공정으로 원하는 형상이 제품을 가공하는 가공방법 및 가공시스템에 대해 강의하며 구체적으로 금형설계 및 가공방법 다이캐스팅공정 초정밀 금속성형 폴리머 성형 쾌속조형 (RP) 현장견학 등을 병행한다. , 등의 공정에 관련된 이론 , 3D , 공정시뮬레이션 공정실습 및 , , , ,",213
MEU3014,메카트로닉스,(Mechatronics),"메카트로닉스 시스템의 개요 구성 요소 및 설계에 대해서 배운다 센서의 원리 및 사용 아날로그 디지털 변환회로 원리와 응용 컴퓨터와의 인터페이싱 기법 등을 강의하며 , , 모터의 제어를 포함한 실습을 수행한다 . . , DC",213
MEU3015,전자기학및응용,(Electromagnetics and Applications),". 기계공학도를 위한 전자기학의 물리적인 기본원리와 기계시스템 응용 지식을 학습한다 본 강의 내용은 전자기학의 기본 . 물리이론 전자기 응용으로 전기모터와 플라즈마 추진 그리고 계산 전자기학의 기본 기술을 학습한다 , ,",213
MEU3301,재료거동학,"(Mechanical Behaviors of Materials) ,",". , 응력 및 변형률 관계식 재료거동에 대한 유변학 모델 항복 및 파괴기준식 파괴역학 피로 크립 등을 다룬다 , , ,",213
MEU3600,응용고체역학,(Advanced Mechanics of Materials),", 고체역학에서 기본 개념을 확장하여 보에 대한 응용이론 비대칭 굽힘 박판 보의 전단응력 곡선보 등 셀 구조이론 얇은 막 응력 실린더 셀의 축대칭 굽힘 두꺼운 실린더 및 디스크의 응력 및 변형 탄성안정론을 다룬다 . ( ), , ), , , (",213
MEU3610,응용열역학,(Applied Thermodynamics),"에너지 변환 동력기기와 공기조화 냉동기기에 대한 구체적인 작동 원리 및 이론에 초점을 맞춘다 이를 위해 열역학 관계식 혼합기체의 성질 온도 및 습도조절 응축 및 이슬점 화학반응과 연소 열역학적 발란스 화학평형 상평형 등을 공부한다 . , , , , , , .",213
MEU3620,"(Manufacturing Process) 기계적인 제품생산의 기초가 되는 주조 성형 절삭 특수가공 접합 , , 가공의 자동화 생산의 경제학에 대한 개념을 학습함 .",,"생산공학 , , , , 3D 프린팅 등 생산공정의 원리를 이해하고 생산시스템 및 ,",213
MEU3630,기계요소설계,(Design of Machine Element),"기계공학전공 학생들에게 역학적 지식을 활용하여 기계부품과 이들로 구성된 시스템에 대해 문제를 정의하고 설계하는 과정을 , 습득할 수 있는 기회를 제공한다 본 과목은 기존의 이론을 바탕으로 하는 축 베어링 나사 기어 등의 기계부품의 해석 및 설계를 중심으로 이루어지며 동시에 새로이 대두되고 있는 설계 방법을 소개한다. . , ,",213
"MEU3640 응용유체역학 , 관로유동 외부유동 포텐셜 유동",(Applied Fluid Mechanics),,", , Open Channel . 유동 압축성 유동 유체기계 및 전산유체역학에 대한 소개 등을 다룬다 , ,",213
MEU3650,"열전달 ,",(Heat Transfer),"기계 에너지 전자 및 가전시스템의 설계 제작 운전 효율향상에 필요한 열전달에 대한 기본 원리 및 응용 방법 열전도 휜 해석 , , 비정상 열전도 열전달 수치해석 강제대류 자연대류 복사 응축 증발 및 비등 열전달 열교환기 전자장비 나노 바이오 열전달 , 등 을 강의 토론 , / , / / ( , , , / , , / ) MEU3660 . 방식으로 배운다 / 공학재료 /PBL (Engineering Materials) , 212 ■ 2025 연세대학교 대학요람 , , , , ,",213
MEU3680,기계시스템제어,(Mechanical System Control),"제어계의 개요 모델링기법 전달함수 선형 시스템의 시간영역 및 주파수영역특성 상태방정식 안정도 판별법 신호 흐름도 정상상태오차해석 근궤적설계 궤한제어 제어계의 설계를 배운다 . . , . , , , , , , ,",214
MEU3700,생체역학,(Biomechanics),"기계공학의 역학이론을 바탕으로 하여 생체시스템의 작동 원리를 이해하고 기계공학적 해석 방법을 배운다 세포역학 혈류역학 , 순환기 시스템 호흡기 시스템 근골격 시스템 등의 생체 조직 및 시스템에 대한 이해와 역학적 분석 방법을 습득하고 이를 바탕으로 조직 공학 및 생체모방 공학과 같은 최신 응용 기술을 배운다. . , , ,",214
MEU3710,나노기계공학,(Nano Mechanical Engineering),"나노기술의 기본원리인 양자역학의 슈뢰딩거 운동방정식 터널링 불확정성 원리 고체의 밴드 및 밴드갭 이론 나노 열특성 . 에너지 변환 반도체 등에 대한 개념을 습득하고 이를 이용한 측정 및 공정기술 등 기계공학에의 응용에 대해서 학습한다 , , , , , , ,",214
MEU3801,컴퓨터해석기반설계,(Computational Analysis Based Design),기계공학 영역에서 컴퓨터의 응용 및 활용 능력 강화를 위한 전산해석기반설계 과목으로 다양한 기계 분야에 적용 가능한 FEM/CFD 등의 해석 기술과 함께 기본적인 설계 이론을 학습한다 .,214
MEU4001,기계공학세미나,(1) (Mechanical Engineering Seminar I),"학생들로 하여금 기계공학도로서 필요한 교양 직업윤리 의식 공학 디자인 공학 경영 법률 및 특허 등을 세미나를 통하여 , 교육하고자 한다. , , ,",214
